"","PANID","VEND","UNITS","OUTLET","DOLLARS","WEEK","ITEM","F","D","PR","VOL_EQ","SIZE","FLAVOR.SCENT","FORM","PACKAGE","PRODUCT.TYPE","STORE.LOCATION","ADDITIVES","TYPE.OF.FORMULAT","COLOR","COUNT","VENDORITEMCOUNT","Panelist.Type","Combined.Pre.Tax.Income.of.HH","Family.Size","HH_RACE","Type.of.Residential.Possession","COUNTY","HH_AGE","HH_EDU","HH_OCC","Age.Group.Applied.to.Male.HH","Education.Level.Reached.by.Male.HH","Occupation.Code.of.Male.HH","Male.Working.Hour.Code","MALE_SMOKE","Age.Group.Applied.to.Female.HH","Education.Level.Reached.by.Female.HH","Occupation.Code.of.Female.HH","Female.Working.Hour.Code","FEM_SMOKE","Number.of.Dogs","Number.of.Cats","Children.Group.Code","Marital.Status","Language","Number.of.TVs.Used.by.HH","Number.of.TVs.Hooked.to.Cable","HISP_FLAG","HISP_CAT","HH.Head.Race..RACE2.","HH.Head.Race..RACE3.","Microwave.Owned.by.HH","ZIPCODE","FIPSCODE","market.based.upon.zipcode","IRI.Geography.Number","EXT_FACT"
"6147","3103499","37000",1,"GR",2.79,1475,"32806","NONE",0,0,0.3875,"REGULAR","FRESH MINT","PASTE AND GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","WHITENING ANTI CAVTY","BLU",1,145,6,12,4,"1",1,"D",4,8,1,4,6,7,3,"0",4,8,1,3,"0",0,0,3,2,".","4","1","0",".","1",1,"1",54701,55033,3,3,1
"6148","3103499","37000",1,"GR",2.79,1471,"32806","NONE",0,0,0.3875,"REGULAR","FRESH MINT","PASTE AND GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","WHITENING ANTI CAVTY","BLU",1,145,6,12,4,"1",1,"D",4,8,1,4,6,7,3,"0",4,8,1,3,"0",0,0,3,2,".","4","1","0",".","1",1,"1",54701,55033,3,3,1
"6149","3103507","37000",1,"GR",3.29,1461,"38584","NONE",0,0,0.3875,"REGULAR","MINTY FRESH","PASTE AND GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","FLUORIDE","WHITENING ANTI CAVTY","GREEN & WHITE",1,145,0,11,4,"1",2,"C",3,4,4,3,7,1,3,"0",3,4,4,2,"0",1,1,6,2,".","4","2","0",".","1",1,"1",54739,55017,3,3,1
"6150","3103630","35000",2,"GR",6.6,1466,"74126","NONE",0,0,0.375,"REGULAR","REGULAR","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","WHTN ANTC ANTG ANTP","WHITE",1,117,6,8,3,"1",2,"D",3,7,1,3,5,1,2,"0",3,7,1,3,"0",0,1,2,2,".","3","3","0",".","1",1,"1",54701,55033,3,3,1
"6151","3103804","35000",1,"GR",3.25,1473,"74100","NONE",0,0,0.375,"REGULAR","MINT","GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","GN AN CV AN PL TR CN","GREEN",1,117,5,8,3,"1",2,"C",3,6,3,3,7,1,3,"0",3,6,3,3,"0",0,0,2,2,".","2","2","0",".","1",1,"1",54730,55017,3,3,1
"6152","3103879","35000",1,"GR",3.25,1472,"74126","NONE",0,0,0.375,"REGULAR","REGULAR","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","WHTN ANTC ANTG ANTP","WHITE",1,117,6,8,2,"1",2,"C",5,7,4,5,7,1,3,"0",5,7,4,3,"0",0,0,8,2,".","2","2",".",".",".",1,"1",54703,55017,3,3,1
"6153","3103879","35000",1,"GR",3.25,1451,"74126","NONE",0,0,0.375,"REGULAR","REGULAR","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","WHTN ANTC ANTG ANTP","WHITE",1,117,6,8,2,"1",2,"C",5,7,4,5,7,1,3,"0",5,7,4,3,"0",0,0,8,2,".","2","2",".",".",".",1,"1",54703,55017,3,3,1
"6154","3103879","35000",1,"GR",3.25,1434,"74003","NONE",0,0,0.375,"REGULAR","CLEAN MINT","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","GN AN CV AN PL TR CN","GREEN",1,117,6,8,2,"1",2,"C",5,7,4,5,7,1,3,"0",5,7,4,3,"0",0,0,8,2,".","2","2",".",".",".",1,"1",54703,55017,3,3,1
"6155","3104117","53100",1,"GR",2.09,1431,"33300","NONE",0,0,0.375,"REGULAR","REGULAR","PASTE AND GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","FLUORIDE","TRIPLE PROTECTION","RED WHITE & GREEN",1,39,6,9,4,"1",2,"D",3,7,1,3,5,7,3,"0",3,7,1,3,"0",1,1,6,2,".","3","3","0",".","1",1,"1",54701,55033,3,3,1
"6156","3104117","53100",1,"GR",2.09,1468,"32210","NONE",0,0,0.4,"REGULAR","REGULAR","PASTE AND GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","TRIPLE PROTECTION","RED WHITE & BLUE",1,39,6,9,4,"1",2,"D",3,7,1,3,5,7,3,"0",3,7,1,3,"0",1,1,6,2,".","3","3","0",".","1",1,"1",54701,55033,3,3,1
"6157","3104117","53100",2,"GR",2.02,1457,"32250","NONE",1,1,0.4,"REGULAR","EXTRA FRESH","PASTE AND GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","TRIPLE PROTECTION","RED WHITE & BLUE",1,39,6,9,4,"1",2,"D",3,7,1,3,5,7,3,"0",3,7,1,3,"0",1,1,6,2,".","3","3","0",".","1",1,"1",54701,55033,3,3,1
"6158","3104117","53100",1,"GR",2.09,1474,"33300","NONE",0,0,0.375,"REGULAR","REGULAR","PASTE AND GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","FLUORIDE","TRIPLE PROTECTION","RED WHITE & GREEN",1,39,6,9,4,"1",2,"D",3,7,1,3,5,7,3,"0",3,7,1,3,"0",1,1,6,2,".","3","3","0",".","1",1,"1",54701,55033,3,3,1
"6159","3104117","53100",1,"GR",2.09,1439,"33300","NONE",0,0,0.375,"REGULAR","REGULAR","PASTE AND GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","FLUORIDE","TRIPLE PROTECTION","RED WHITE & GREEN",1,39,6,9,4,"1",2,"D",3,7,1,3,5,7,3,"0",3,7,1,3,"0",1,1,6,2,".","3","3","0",".","1",1,"1",54701,55033,3,3,1
"6160","3104117","53100",2,"GR",2.02,1457,"33300","NONE",1,1,0.375,"REGULAR","REGULAR","PASTE AND GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","FLUORIDE","TRIPLE PROTECTION","RED WHITE & GREEN",1,39,6,9,4,"1",2,"D",3,7,1,3,5,7,3,"0",3,7,1,3,"0",1,1,6,2,".","3","3","0",".","1",1,"1",54701,55033,3,3,1
"6161","3104117","53100",2,"GR",3.8,1448,"33300","NONE",1,1,0.375,"REGULAR","REGULAR","PASTE AND GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","FLUORIDE","TRIPLE PROTECTION","RED WHITE & GREEN",1,39,6,9,4,"1",2,"D",3,7,1,3,5,7,3,"0",3,7,1,3,"0",1,1,6,2,".","3","3","0",".","1",1,"1",54701,55033,3,3,1
"6162","3104117","53100",1,"GR",1.9,1435,"33300","NONE",1,1,0.375,"REGULAR","REGULAR","PASTE AND GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","FLUORIDE","TRIPLE PROTECTION","RED WHITE & GREEN",1,39,6,9,4,"1",2,"D",3,7,1,3,5,7,3,"0",3,7,1,3,"0",1,1,6,2,".","3","3","0",".","1",1,"1",54701,55033,3,3,1
"6163","3104364","37000",2,"GR",4.52,1431,"32024","NONE",1,0,0.4,"REGULAR","FRESH MINT","PASTE AND GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","BKSODA PEROXIDE FLRD","WHTNN TRT CTR AN CVT","BLUE & WHITE",1,145,6,7,4,"1",2,"C",4,4,13,3,3,6,3,"1",4,4,13,5,"0",1,0,1,2,".","3","3","0",".","1",1,"1",54739,55017,3,3,1
"6164","3104364","37000",2,"GR",5,1457,"32024","NONE",0,0,0.4,"REGULAR","FRESH MINT","PASTE AND GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","BKSODA PEROXIDE FLRD","WHTNN TRT CTR AN CVT","BLUE & WHITE",1,145,6,7,4,"1",2,"C",4,4,13,3,3,6,3,"1",4,4,13,5,"0",1,0,1,2,".","3","3","0",".","1",1,"1",54739,55017,3,3,1
"6165","3104497","35000",2,"DR",3.48,1477,"50900","NONE",0,1,0.4,"REGULAR","REGULAR","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","ANTI CAVITY","WHITE",1,117,6,7,2,"1",2,"C",5,4,4,5,4,10,4,"1",5,4,4,3,"0",0,0,8,2,".","2","2","0",".","1",1,"1",54703,55017,3,3,1
"6166","3104737","53100",1,"DR",1.06,1459,"32210","A+",0,1,0.4,"REGULAR","REGULAR","PASTE AND GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","TRIPLE PROTECTION","RED WHITE & BLUE",1,39,6,6,2,"1",1,"C",5,5,3,6,5,3,3,"0",5,5,3,3,"0",0,0,8,2,".","2","1","0",".","1",1,"1",54703,55017,3,3,1
"6167","3104745","53100",2,"GR",6.22,1460,"32430","NONE",0,0,0.35,"REGULAR","REGULAR","PASTE AND GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","POTASSIUM NITRATE","SNSTV ANT CVTY WHTNG","RED WHITE & BLUE",1,39,5,6,4,"1",1,"D",5,6,4,7,9,11,7,".",5,6,4,3,"0",0,3,8,3,".","4","3","0",".","1",1,"1",54701,55033,3,3,1
"6168","3104745","53100",2,"GR",6.26,1460,"36100","NONE",0,0,0.375,"REGULAR","FRESH MINT","PASTE AND GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","FLUORIDE","TRIPLE PROTECTION","RED WHITE & GREEN",1,39,5,6,4,"1",1,"D",5,6,4,7,9,11,7,".",5,6,4,3,"0",0,3,8,3,".","4","3","0",".","1",1,"1",54701,55033,3,3,1
"6169","3104976","35000",1,"GR",2.44,1432,"74215","NONE",1,0,0.4,"REGULAR","VANILLA MINT","GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","FLUORIDE","WHITENING ANTI CAVTY","MISSING",1,117,6,10,4,"1",2,"C",3,6,3,3,6,3,3,"1",3,6,3,3,"1",1,0,2,2,".","3","1","0",".","1",1,"1",54703,55017,3,3,1
"6170","3104976","35000",2,"GR",4.88,1432,"76003","NONE",1,0,0.4,"REGULAR","FROSTY MINT","GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM MONOFLRPHSPHT","WHITENING ANTI CAVTY","GREEN",1,117,6,10,4,"1",2,"C",3,6,3,3,6,3,3,"1",3,6,3,3,"1",1,0,2,2,".","3","1","0",".","1",1,"1",54703,55017,3,3,1
"6171","3104976","35000",2,"GR",4.88,1432,"76003","NONE",1,0,0.4,"REGULAR","FROSTY MINT","GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM MONOFLRPHSPHT","WHITENING ANTI CAVTY","GREEN",1,117,6,10,4,"1",2,"C",3,6,3,3,6,3,3,"1",3,6,3,3,"1",1,0,2,2,".","3","1","0",".","1",1,"1",54703,55017,3,3,1
"6172","3104976","35000",2,"GR",4.88,1432,"74215","NONE",1,0,0.4,"REGULAR","VANILLA MINT","GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","FLUORIDE","WHITENING ANTI CAVTY","MISSING",1,117,6,10,4,"1",2,"C",3,6,3,3,6,3,3,"1",3,6,3,3,"1",1,0,2,2,".","3","1","0",".","1",1,"1",54703,55017,3,3,1
"6173","3104976","35000",1,"GR",2.44,1432,"74210","NONE",1,0,0.4,"REGULAR","MISSING","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","WHITENING ANTI CAVTY","GREEN",1,117,6,10,4,"1",2,"C",3,6,3,3,6,3,3,"1",3,6,3,3,"1",1,0,2,2,".","3","1","0",".","1",1,"1",54703,55017,3,3,1
"6174","3104976","35000",1,"GR",2.44,1432,"57097","NONE",1,0,0.4,"REGULAR","COOL MINT","GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","FLUORIDE","WHTNN TRT CTR AN CVT","WHITE",1,117,6,10,4,"1",2,"C",3,6,3,3,6,3,3,"1",3,6,3,3,"1",1,0,2,2,".","3","1","0",".","1",1,"1",54703,55017,3,3,1
"6175","3105007","35000",1,"GR",2.5,1451,"74100","NONE",0,1,0.375,"REGULAR","MINT","GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","GN AN CV AN PL TR CN","GREEN",1,117,6,5,1,"1",1,"D",6,6,10,7,9,11,7,".",6,6,10,4,"0",0,0,8,4,".","3","3","0",".","1",1,"1",54701,55033,3,3,1
"6176","3105080","37000",1,"GR",3.39,1435,"6221","NONE",0,0,0.375,"REGULAR","CLEAN MINT","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","STANNOUS FLUORIDE","SNSTV ANTC ANT GNGV","BLU",1,145,6,9,3,"1",1,"C",4,7,1,3,4,7,3,"0",4,7,1,3,"0",0,1,3,2,".","2","2","0",".","1",1,"1",54703,55017,3,3,1
"6177","3105106","10158",1,"GR",4.79,1462,"8375","NONE",0,0,0.25,"REGULAR","REGULAR","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","POTASSIUM NITRATE","SNSTV WHTNNG ANT-CVT","MISSING",1,12,6,7,2,"1",2,"D",6,6,7,6,6,10,4,"1",6,6,7,3,"1",0,0,8,2,".","2","1","0",".","1",1,"1",54701,55033,3,3,1
"6178","3105106","37000",1,"GR",2.72,1440,"41351","NONE",2,0,0.3875,"REGULAR","COOL PEPPERMINT","PASTE AND GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","WHTN ANTC BRTH FRSH","BLUE & WHITE",1,145,6,7,2,"1",2,"D",6,6,7,6,6,10,4,"1",6,6,7,3,"1",0,0,8,2,".","2","1","0",".","1",1,"1",54701,55033,3,3,1
"6179","3105106","33200",1,"GR",3.39,1467,"18128","NONE",0,0,0.2688,"REGULAR","FRESH MINT","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","MISSING","WHITENING ANTI CAVTY","MISSING",1,54,6,7,2,"1",2,"D",6,6,7,6,6,10,4,"1",6,6,7,3,"1",0,0,8,2,".","2","1","0",".","1",1,"1",54701,55033,3,3,1
"6180","3105171","35000",1,"DR",0.93,1453,"76103","B",0,1,0.4,"REGULAR","BRISK MINT","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","BKSODA PEROXIDE FLRD","WHTN ANTC BRTH FRSH","MISSING",1,117,5,8,3,"1",2,"C",4,5,4,3,5,7,3,"0",4,5,4,3,"0",0,5,3,2,"1","2","1","0",".","1",1,"1",54742,55035,3,3,1
"6181","3105171","35000",1,"DR",1.36,1453,"74210","NONE",0,1,0.4,"REGULAR","MISSING","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","WHITENING ANTI CAVTY","GREEN",1,117,5,8,3,"1",2,"C",4,5,4,3,5,7,3,"0",4,5,4,3,"0",0,5,3,2,"1","2","1","0",".","1",1,"1",54742,55035,3,3,1
"6182","3105262","53100",1,"GR",3.05,1470,"32430","NONE",0,0,0.35,"REGULAR","REGULAR","PASTE AND GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","POTASSIUM NITRATE","SNSTV ANT CVTY WHTNG","RED WHITE & BLUE",1,39,6,11,4,"1",2,"C",4,4,2,4,4,2,3,"0",4,4,2,3,"0",2,4,8,2,".","3","3",".",".",".",1,"1",54703,55017,3,3,1
"6183","3105262","53100",2,"GR",6.04,1459,"32430","NONE",0,0,0.35,"REGULAR","REGULAR","PASTE AND GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","POTASSIUM NITRATE","SNSTV ANT CVTY WHTNG","RED WHITE & BLUE",1,39,6,11,4,"1",2,"C",4,4,2,4,4,2,3,"0",4,4,2,3,"0",2,4,8,2,".","3","3",".",".",".",1,"1",54703,55017,3,3,1
"6184","3105262","35000",1,"GR",2.69,1449,"78234","NONE",0,0,0.4,"REGULAR","ULTRA MINT","GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","FLUORIDE","WHITENING ANTI CAVTY","GREEN",1,117,6,11,4,"1",2,"C",4,4,2,4,4,2,3,"0",4,4,2,3,"0",2,4,8,2,".","3","3",".",".",".",1,"1",54703,55017,3,3,1
"6185","3105361","78347",1,"GR",4.59,1439,"155","NONE",0,0,0.3125,"REGULAR","COOL MINT","GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","MISSING","ANTI PLAQUE","MISSING",1,4,6,8,2,"1",2,"D",5,5,10,5,7,1,3,"0",5,5,10,4,"0",2,2,8,2,".","3","1","0",".","1",1,"1",54701,55033,3,3,1
"6186","3105361","77326",1,"GR",4.49,1429,"10406","NONE",0,0,0.325,"REGULAR","PEPPERMINT","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","WH CV PR TR CN FR BR","MISSING",1,28,6,8,2,"1",2,"D",5,5,10,5,7,1,3,"0",5,5,10,4,"0",2,2,8,2,".","3","1","0",".","1",1,"1",54701,55033,3,3,1
"6187","3105460","53100",1,"GR",1.81,1472,"32250","NONE",1,0,0.4,"REGULAR","EXTRA FRESH","PASTE AND GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","TRIPLE PROTECTION","RED WHITE & BLUE",1,39,5,10,4,"1",2,"D",4,5,1,4,7,7,3,"0",4,5,1,2,"0",0,1,3,2,".","3","2","0",".","1",1,"1",54701,55033,3,3,1
"6188","3105460","53100",1,"GR",1.81,1472,"32250","NONE",1,0,0.4,"REGULAR","EXTRA FRESH","PASTE AND GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","TRIPLE PROTECTION","RED WHITE & BLUE",1,39,5,10,4,"1",2,"D",4,5,1,4,7,7,3,"0",4,5,1,2,"0",0,1,3,2,".","3","2","0",".","1",1,"1",54701,55033,3,3,1
"6189","3105460","53100",1,"GR",1.81,1472,"32210","NONE",1,0,0.4,"REGULAR","REGULAR","PASTE AND GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","TRIPLE PROTECTION","RED WHITE & BLUE",1,39,5,10,4,"1",2,"D",4,5,1,4,7,7,3,"0",4,5,1,2,"0",0,1,3,2,".","3","2","0",".","1",1,"1",54701,55033,3,3,1
"6190","3105460","53100",1,"GR",1.81,1472,"33300","NONE",1,0,0.375,"REGULAR","REGULAR","PASTE AND GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","FLUORIDE","TRIPLE PROTECTION","RED WHITE & GREEN",1,39,5,10,4,"1",2,"D",4,5,1,4,7,7,3,"0",4,5,1,2,"0",0,1,3,2,".","3","2","0",".","1",1,"1",54701,55033,3,3,1
"6191","3105502","53100",1,"GR",2.66,1447,"32430","NONE",0,1,0.35,"REGULAR","REGULAR","PASTE AND GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","POTASSIUM NITRATE","SNSTV ANT CVTY WHTNG","RED WHITE & BLUE",1,39,5,5,5,"1",2,"C",4,7,7,5,8,13,1,"0",4,7,7,2,"0",1,0,2,2,".","2","2","0",".","1",1,"1",54720,55035,3,3,1
"6192","3105502","53100",1,"GR",2.55,1447,"33550","NONE",0,1,0.375,"REGULAR","REGULAR","PASTE AND GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","TRIPLE PROTECTION","RED WHITE & GREEN",1,39,5,5,5,"1",2,"C",4,7,7,5,8,13,1,"0",4,7,7,2,"0",1,0,2,2,".","2","2","0",".","1",1,"1",54720,55035,3,3,1
"6193","3105502","53100",1,"GR",3.05,1437,"32430","NONE",0,0,0.35,"REGULAR","REGULAR","PASTE AND GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","POTASSIUM NITRATE","SNSTV ANT CVTY WHTNG","RED WHITE & BLUE",1,39,5,5,5,"1",2,"C",4,7,7,5,8,13,1,"0",4,7,7,2,"0",1,0,2,2,".","2","2","0",".","1",1,"1",54720,55035,3,3,1
"6194","3105502","53100",2,"GR",3.16,1464,"36100","NONE",1,1,0.375,"REGULAR","FRESH MINT","PASTE AND GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","FLUORIDE","TRIPLE PROTECTION","RED WHITE & GREEN",1,39,5,5,5,"1",2,"C",4,7,7,5,8,13,1,"0",4,7,7,2,"0",1,0,2,2,".","2","2","0",".","1",1,"1",54720,55035,3,3,1
"6195","3105502","70942",1,"GR",1,1450,"77898","NONE",2,0,0.25,"REGULAR","FRESH MINT","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","MISSING","SENSITIVE TEETH","MISSING",1,1,5,5,5,"1",2,"C",4,7,7,5,8,13,1,"0",4,7,7,2,"0",1,0,2,2,".","2","2","0",".","1",1,"1",54720,55035,3,3,1
"6196","3105502","53100",1,"GR",3.05,1471,"32430","NONE",0,0,0.35,"REGULAR","REGULAR","PASTE AND GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","POTASSIUM NITRATE","SNSTV ANT CVTY WHTNG","RED WHITE & BLUE",1,39,5,5,5,"1",2,"C",4,7,7,5,8,13,1,"0",4,7,7,2,"0",1,0,2,2,".","2","2","0",".","1",1,"1",54720,55035,3,3,1
"6197","3105577","35000",1,"GR",2.69,1460,"50900","NONE",0,0,0.4,"REGULAR","REGULAR","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","ANTI CAVITY","WHITE",1,117,6,11,5,"1",2,"D",4,8,2,4,7,3,3,"0",4,8,2,2,"0",0,2,3,2,".","3","3","0",".","1",1,"1",54701,55033,3,3,1
"6198","3105577","53100",1,"GR",1.99,1457,"33300","NONE",0,0,0.375,"REGULAR","REGULAR","PASTE AND GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","FLUORIDE","TRIPLE PROTECTION","RED WHITE & GREEN",1,39,6,11,5,"1",2,"D",4,8,2,4,7,3,3,"0",4,8,2,2,"0",0,2,3,2,".","3","3","0",".","1",1,"1",54701,55033,3,3,1
"6199","3105577","35000",2,"GR",4.88,1432,"57097","NONE",1,0,0.4,"REGULAR","COOL MINT","GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","FLUORIDE","WHTNN TRT CTR AN CVT","WHITE",1,117,6,11,5,"1",2,"D",4,8,2,4,7,3,3,"0",4,8,2,2,"0",0,2,3,2,".","3","3","0",".","1",1,"1",54701,55033,3,3,1
"6200","3105841","35000",2,"GR",1.98,1462,"76103","B",2,1,0.4,"REGULAR","BRISK MINT","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","BKSODA PEROXIDE FLRD","WHTN ANTC BRTH FRSH","MISSING",1,117,6,12,3,"1",2,"D",4,5,1,4,7,2,2,"0",4,5,1,3,"0",1,0,8,2,".","5","5","0",".","1",1,"1",54701,55033,3,3,1
"6201","3105841","35000",2,"GR",2.6,1448,"76103","A",2,1,0.4,"REGULAR","BRISK MINT","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","BKSODA PEROXIDE FLRD","WHTN ANTC BRTH FRSH","MISSING",1,117,6,12,3,"1",2,"D",4,5,1,4,7,2,2,"0",4,5,1,3,"0",1,0,8,2,".","5","5","0",".","1",1,"1",54701,55033,3,3,1
"6202","3105841","35000",1,"GR",2.69,1457,"76103","NONE",0,0,0.4,"REGULAR","BRISK MINT","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","BKSODA PEROXIDE FLRD","WHTN ANTC BRTH FRSH","MISSING",1,117,6,12,3,"1",2,"D",4,5,1,4,7,2,2,"0",4,5,1,3,"0",1,0,8,2,".","5","5","0",".","1",1,"1",54701,55033,3,3,1
"6203","3105890","37000",1,"GR",2.39,1433,"41350","NONE",0,0,0.275,"REGULAR","COOL PEPPERMINT","PASTE AND GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","FLUORIDE","WHTN ANTC BRTH FRSH","BLUE & WHITE",1,145,6,9,4,"1",2,"D",3,3,2,4,6,6,3,"1",3,3,2,3,"0",1,0,3,2,"1","3","0","0",".","1",1,"1",54701,55033,3,3,1
"6204","3106013","37000",1,"DR",2.99,1438,"11208","B",1,0,0.375,"REGULAR","MISSING","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","FLUORIDE","WHITENING ANTI CAVTY","MISSING",1,145,5,4,2,"1",2,"C",6,6,10,6,4,10,4,"0",6,6,10,4,"0",0,0,8,2,".","3","3","0",".","1",1,"1",54720,55035,3,3,1
"6205","3106013","53100",1,"DR",2.99,1453,"34125","B",1,1,0.35,"REGULAR","FRESH MINT","PASTE AND GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","TRIPLE PROTECTION","RED WHITE & BLUE",1,39,5,4,2,"1",2,"C",6,6,10,6,4,10,4,"0",6,6,10,4,"0",0,0,8,2,".","3","3","0",".","1",1,"1",54720,55035,3,3,1
"6206","3106013","53100",1,"DR",2,1428,"36100","A",0,1,0.375,"REGULAR","FRESH MINT","PASTE AND GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","FLUORIDE","TRIPLE PROTECTION","RED WHITE & GREEN",1,39,5,4,2,"1",2,"C",6,6,10,6,4,10,4,"0",6,6,10,4,"0",0,0,8,2,".","3","3","0",".","1",1,"1",54720,55035,3,3,1
"6207","3106088","53100",1,"DR",1.7,1427,"36100","NONE",0,1,0.375,"REGULAR","FRESH MINT","PASTE AND GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","FLUORIDE","TRIPLE PROTECTION","RED WHITE & GREEN",1,39,5,12,2,"1",2,"D",5,8,2,5,8,10,4,"0",5,8,2,3,"0",0,0,8,2,".","1","1","0",".","1",1,"1",54701,55033,3,3,1
"6208","3106088","53100",1,"GR",1.99,1447,"33306","NONE",0,0,0.4813,"REGULAR","REGULAR","PASTE AND GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","TRIPLE PROTECTION","RED WHITE & BLUE",1,39,5,12,2,"1",2,"D",5,8,2,5,8,10,4,"0",5,8,2,3,"0",0,0,8,2,".","1","1","0",".","1",1,"1",54701,55033,3,3,1
"6209","3106146","53100",1,"GR",0.97,1434,"33300","A",1,1,0.375,"REGULAR","REGULAR","PASTE AND GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","FLUORIDE","TRIPLE PROTECTION","RED WHITE & GREEN",1,39,6,6,3,"1",2,"C",4,4,4,7,9,11,7,".",4,4,4,3,"0",3,0,8,3,".","3","3","0",".","1",1,"1",54720,55035,3,3,1
"6210","3106146","53100",2,"GR",3.16,1464,"36100","NONE",1,1,0.375,"REGULAR","FRESH MINT","PASTE AND GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","FLUORIDE","TRIPLE PROTECTION","RED WHITE & GREEN",1,39,6,6,3,"1",2,"C",4,4,4,7,9,11,7,".",4,4,4,3,"0",3,0,8,3,".","3","3","0",".","1",1,"1",54720,55035,3,3,1
