"","VEND","PANID","UNITS","OUTLET","DOLLARS","WEEK","ITEM","F","D","PR","VOL_EQ","SIZE","FLAVOR.SCENT","FORM","PACKAGE","PRODUCT.TYPE","STORE.LOCATION","ADDITIVES","TYPE.OF.FORMULAT","COLOR","COUNT","VENDORITEMCOUNT"
"8514","37000","1308783",1,"GR",3.99,1448,"32806","NONE",0,0,0.3875,"REGULAR","FRESH MINT","PASTE AND GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","WHITENING ANTI CAVTY","BLU",1,145
"8515","37000","1304428",1,"GR",0.87,1440,"32806","NONE",0,0,0.3875,"REGULAR","FRESH MINT","PASTE AND GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","WHITENING ANTI CAVTY","BLU",1,145
"8516","37000","1809392",1,"GR",0.87,1442,"32806","NONE",0,0,0.3875,"REGULAR","FRESH MINT","PASTE AND GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","WHITENING ANTI CAVTY","BLU",1,145
"8517","37000","1809392",1,"GR",0.87,1443,"32806","NONE",0,0,0.3875,"REGULAR","FRESH MINT","PASTE AND GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","WHITENING ANTI CAVTY","BLU",1,145
"8518","37000","1211607",1,"GR",3.99,1469,"32806","NONE",0,0,0.3875,"REGULAR","FRESH MINT","PASTE AND GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","WHITENING ANTI CAVTY","BLU",1,145
"8519","37000","1809582",1,"GR",3.69,1470,"32806","NONE",0,1,0.3875,"REGULAR","FRESH MINT","PASTE AND GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","WHITENING ANTI CAVTY","BLU",1,145
"8520","37000","1400655",1,"GR",3.69,1471,"32806","NONE",0,1,0.3875,"REGULAR","FRESH MINT","PASTE AND GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","WHITENING ANTI CAVTY","BLU",1,145
"8521","37000","1400655",1,"GR",3.99,1473,"32806","NONE",0,0,0.3875,"REGULAR","FRESH MINT","PASTE AND GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","WHITENING ANTI CAVTY","BLU",1,145
"8522","37000","3155747",1,"GR",2.99,1428,"32806","NONE",0,0,0.3875,"REGULAR","FRESH MINT","PASTE AND GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","WHITENING ANTI CAVTY","BLU",1,145
"8523","37000","3823013",1,"GR",2.99,1432,"32806","NONE",0,0,0.3875,"REGULAR","FRESH MINT","PASTE AND GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","WHITENING ANTI CAVTY","BLU",1,145
"8524","37000","3103499",1,"GR",2.79,1471,"32806","NONE",0,0,0.3875,"REGULAR","FRESH MINT","PASTE AND GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","WHITENING ANTI CAVTY","BLU",1,145
"8525","37000","3103499",1,"GR",2.79,1475,"32806","NONE",0,0,0.3875,"REGULAR","FRESH MINT","PASTE AND GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","WHITENING ANTI CAVTY","BLU",1,145
"8526","37000","1400655",1,"GR",2.99,1431,"32806","NONE",0,0,0.3875,"REGULAR","FRESH MINT","PASTE AND GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","WHITENING ANTI CAVTY","BLU",1,145
"8527","37000","1111971",1,"GR",2.99,1435,"32806","NONE",0,0,0.3875,"REGULAR","FRESH MINT","PASTE AND GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","WHITENING ANTI CAVTY","BLU",1,145
"8528","37000","1127241",1,"GR",2.99,1435,"32806","NONE",0,0,0.3875,"REGULAR","FRESH MINT","PASTE AND GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","WHITENING ANTI CAVTY","BLU",1,145
"8529","37000","1400655",2,"GR",5.98,1437,"32806","NONE",0,0,0.3875,"REGULAR","FRESH MINT","PASTE AND GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","WHITENING ANTI CAVTY","BLU",1,145
"8530","37000","1216978",1,"GR",2.99,1437,"32806","NONE",0,0,0.3875,"REGULAR","FRESH MINT","PASTE AND GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","WHITENING ANTI CAVTY","BLU",1,145
"8531","37000","1400655",1,"GR",2.99,1441,"32806","NONE",0,0,0.3875,"REGULAR","FRESH MINT","PASTE AND GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","WHITENING ANTI CAVTY","BLU",1,145
"8532","37000","1201616",1,"GR",2.99,1443,"32806","NONE",0,0,0.3875,"REGULAR","FRESH MINT","PASTE AND GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","WHITENING ANTI CAVTY","BLU",1,145
"8533","37000","1400655",1,"GR",2.99,1444,"32806","NONE",0,0,0.3875,"REGULAR","FRESH MINT","PASTE AND GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","WHITENING ANTI CAVTY","BLU",1,145
"8534","37000","1152868",1,"GR",2.99,1447,"32806","NONE",0,0,0.3875,"REGULAR","FRESH MINT","PASTE AND GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","WHITENING ANTI CAVTY","BLU",1,145
"8535","37000","1400655",2,"GR",5.98,1449,"32806","NONE",0,0,0.3875,"REGULAR","FRESH MINT","PASTE AND GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","WHITENING ANTI CAVTY","BLU",1,145
"8536","37000","1400655",1,"GR",2.03,1453,"32806","B",0,1,0.3875,"REGULAR","FRESH MINT","PASTE AND GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","WHITENING ANTI CAVTY","BLU",1,145
"8537","37000","1808972",1,"GR",2.99,1456,"32806","NONE",0,0,0.3875,"REGULAR","FRESH MINT","PASTE AND GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","WHITENING ANTI CAVTY","BLU",1,145
"8538","37000","1400655",2,"GR",5.98,1459,"32806","NONE",0,0,0.3875,"REGULAR","FRESH MINT","PASTE AND GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","WHITENING ANTI CAVTY","BLU",1,145
"8539","37000","1221002",1,"GR",2.5,1460,"32806","NONE",0,1,0.3875,"REGULAR","FRESH MINT","PASTE AND GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","WHITENING ANTI CAVTY","BLU",1,145
"8540","37000","1400655",1,"GR",1.99,1462,"32806","B",0,1,0.3875,"REGULAR","FRESH MINT","PASTE AND GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","WHITENING ANTI CAVTY","BLU",1,145
"8541","37000","1154153",1,"GR",1.99,1463,"32806","A",2,1,0.3875,"REGULAR","FRESH MINT","PASTE AND GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","WHITENING ANTI CAVTY","BLU",1,145
"8542","37000","1400655",1,"GR",2.99,1465,"32806","NONE",0,0,0.3875,"REGULAR","FRESH MINT","PASTE AND GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","WHITENING ANTI CAVTY","BLU",1,145
"8543","37000","1400655",1,"GR",2.99,1468,"32806","NONE",0,0,0.3875,"REGULAR","FRESH MINT","PASTE AND GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","WHITENING ANTI CAVTY","BLU",1,145
"8544","37000","1210567",1,"GR",2.99,1470,"32806","NONE",0,0,0.3875,"REGULAR","FRESH MINT","PASTE AND GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","WHITENING ANTI CAVTY","BLU",1,145
"8545","37000","1183095",3,"GR",5.97,1471,"32806","B",0,1,0.3875,"REGULAR","FRESH MINT","PASTE AND GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","WHITENING ANTI CAVTY","BLU",1,145
"8546","37000","1314922",2,"GR",5.98,1474,"32806","NONE",0,0,0.3875,"REGULAR","FRESH MINT","PASTE AND GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","WHITENING ANTI CAVTY","BLU",1,145
"8547","37000","1400655",2,"GR",5.98,1474,"32806","NONE",0,0,0.3875,"REGULAR","FRESH MINT","PASTE AND GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","WHITENING ANTI CAVTY","BLU",1,145
"8548","37000","1154153",2,"GR",5.98,1474,"32806","NONE",0,0,0.3875,"REGULAR","FRESH MINT","PASTE AND GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","WHITENING ANTI CAVTY","BLU",1,145
"8549","37000","1210567",1,"GR",2.99,1478,"32806","NONE",0,0,0.3875,"REGULAR","FRESH MINT","PASTE AND GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","WHITENING ANTI CAVTY","BLU",1,145
"8550","37000","1809392",2,"GR",6.98,1428,"32806","NONE",2,0,0.3875,"REGULAR","FRESH MINT","PASTE AND GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","WHITENING ANTI CAVTY","BLU",1,145
"8551","37000","3136226",2,"GR",3.98,1464,"311","NONE",0,1,0.5125,"REGULAR","COOL MINT","GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","CAVITY PROTECTION","BLU",1,145
"8552","37000","3312850",1,"GR",2.49,1438,"311","NONE",0,0,0.5125,"REGULAR","COOL MINT","GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","CAVITY PROTECTION","BLU",1,145
"8553","37000","3135756",1,"GR",1.79,1461,"311","NONE",0,1,0.5125,"REGULAR","COOL MINT","GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","CAVITY PROTECTION","BLU",1,145
"8554","37000","3376723",1,"GR",2.65,1444,"311","NONE",0,1,0.5125,"REGULAR","COOL MINT","GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","CAVITY PROTECTION","BLU",1,145
"8555","37000","3147033",4,"GR",10.76,1475,"311","NONE",0,1,0.5125,"REGULAR","COOL MINT","GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","CAVITY PROTECTION","BLU",1,145
"8556","37000","3136788",1,"GR",2.85,1433,"311","NONE",0,0,0.5125,"REGULAR","COOL MINT","GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","CAVITY PROTECTION","BLU",1,145
"8557","37000","3327197",1,"GR",2.99,1433,"311","NONE",0,0,0.5125,"REGULAR","COOL MINT","GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","CAVITY PROTECTION","BLU",1,145
"8558","37000","3144766",1,"GR",2.49,1455,"311","NONE",0,0,0.5125,"REGULAR","COOL MINT","GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","CAVITY PROTECTION","BLU",1,145
"8559","37000","3839878",1,"GR",2.49,1463,"311","NONE",0,0,0.5125,"REGULAR","COOL MINT","GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","CAVITY PROTECTION","BLU",1,145
"8560","37000","3102806",1,"GR",2.99,1446,"311","NONE",0,0,0.5125,"REGULAR","COOL MINT","GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","CAVITY PROTECTION","BLU",1,145
"8561","37000","3807412",1,"GR",2.99,1459,"311","NONE",0,0,0.5125,"REGULAR","COOL MINT","GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","CAVITY PROTECTION","BLU",1,145
"8562","37000","3102806",1,"GR",2.99,1442,"311","NONE",0,0,0.5125,"REGULAR","COOL MINT","GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","CAVITY PROTECTION","BLU",1,145
"8563","37000","3314336",1,"GR",2.99,1443,"311","NONE",0,0,0.5125,"REGULAR","COOL MINT","GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","CAVITY PROTECTION","BLU",1,145
"8564","37000","3314336",1,"GR",2.99,1466,"311","NONE",0,0,0.5125,"REGULAR","COOL MINT","GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","CAVITY PROTECTION","BLU",1,145
"8565","37000","3327197",1,"GR",2.99,1470,"311","NONE",0,0,0.5125,"REGULAR","COOL MINT","GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","CAVITY PROTECTION","BLU",1,145
"8566","37000","3140137",1,"GR",2.99,1427,"325","B",0,0,0.375,"REGULAR","REGULAR","PASTE","NEAT SQUEEZE DSPNSR","TOOTHPASTE","SHELF STABLE","FLUORISTAT","ANTI CAVITY","WHITE",1,145
"8567","37000","3324160",1,"GR",2.99,1436,"325","NONE",0,0,0.375,"REGULAR","REGULAR","PASTE","NEAT SQUEEZE DSPNSR","TOOTHPASTE","SHELF STABLE","FLUORISTAT","ANTI CAVITY","WHITE",1,145
"8568","37000","1806745",1,"GR",0.79,1434,"340","NONE",0,0,0.0531,"TRAVEL","REGULAR","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","FLUORIDE","CAVITY PROTECTION","WHITE",1,145
"8569","37000","1403766",1,"GR",0.79,1435,"340","NONE",0,0,0.0531,"TRAVEL","REGULAR","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","FLUORIDE","CAVITY PROTECTION","WHITE",1,145
"8570","37000","1182667",1,"GR",0.79,1436,"340","NONE",0,0,0.0531,"TRAVEL","REGULAR","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","FLUORIDE","CAVITY PROTECTION","WHITE",1,145
"8571","37000","3347773",1,"DR",0.99,1459,"340","NONE",2,0,0.0531,"TRAVEL","REGULAR","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","FLUORIDE","CAVITY PROTECTION","WHITE",1,145
"8572","37000","1233171",1,"GR",0.99,1429,"340","NONE",0,0,0.0531,"TRAVEL","REGULAR","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","FLUORIDE","CAVITY PROTECTION","WHITE",1,145
"8573","37000","1127738",1,"GR",0.99,1431,"340","NONE",0,0,0.0531,"TRAVEL","REGULAR","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","FLUORIDE","CAVITY PROTECTION","WHITE",1,145
"8574","37000","1245233",5,"GR",4.95,1432,"340","NONE",0,0,0.0531,"TRAVEL","REGULAR","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","FLUORIDE","CAVITY PROTECTION","WHITE",1,145
"8575","37000","1109595",1,"GR",0.99,1434,"340","NONE",0,0,0.0531,"TRAVEL","REGULAR","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","FLUORIDE","CAVITY PROTECTION","WHITE",1,145
"8576","37000","1219113",1,"GR",0.99,1435,"340","NONE",0,0,0.0531,"TRAVEL","REGULAR","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","FLUORIDE","CAVITY PROTECTION","WHITE",1,145
"8577","37000","1200717",1,"GR",0.99,1442,"340","NONE",0,0,0.0531,"TRAVEL","REGULAR","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","FLUORIDE","CAVITY PROTECTION","WHITE",1,145
"8578","37000","1196220",1,"DR",0.79,1461,"340","NONE",0,1,0.0531,"TRAVEL","REGULAR","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","FLUORIDE","CAVITY PROTECTION","WHITE",1,145
"8579","37000","1315507",1,"DR",0.99,1438,"340","NONE",0,0,0.0531,"TRAVEL","REGULAR","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","FLUORIDE","CAVITY PROTECTION","WHITE",1,145
"8580","37000","1218206",1,"DR",0.99,1453,"340","NONE",0,0,0.0531,"TRAVEL","REGULAR","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","FLUORIDE","CAVITY PROTECTION","WHITE",1,145
"8581","37000","3316810",1,"DR",0.99,1431,"340","NONE",0,0,0.0531,"TRAVEL","REGULAR","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","FLUORIDE","CAVITY PROTECTION","WHITE",1,145
"8582","37000","3158956",1,"DR",0.99,1433,"340","NONE",0,0,0.0531,"TRAVEL","REGULAR","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","FLUORIDE","CAVITY PROTECTION","WHITE",1,145
"8583","37000","3136762",1,"DR",0.99,1440,"340","NONE",0,0,0.0531,"TRAVEL","REGULAR","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","FLUORIDE","CAVITY PROTECTION","WHITE",1,145
"8584","37000","3338830",1,"DR",0.99,1456,"340","NONE",0,0,0.0531,"TRAVEL","REGULAR","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","FLUORIDE","CAVITY PROTECTION","WHITE",1,145
"8585","37000","3309443",1,"DR",0.99,1459,"340","NONE",0,0,0.0531,"TRAVEL","REGULAR","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","FLUORIDE","CAVITY PROTECTION","WHITE",1,145
"8586","37000","3352930",1,"DR",0.99,1469,"340","NONE",0,0,0.0531,"TRAVEL","REGULAR","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","FLUORIDE","CAVITY PROTECTION","WHITE",1,145
"8587","37000","3352930",2,"DR",1.98,1475,"340","NONE",0,0,0.0531,"TRAVEL","REGULAR","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","FLUORIDE","CAVITY PROTECTION","WHITE",1,145
"8588","37000","1303883",1,"GR",0.79,1428,"340","NONE",0,0,0.0531,"TRAVEL","REGULAR","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","FLUORIDE","CAVITY PROTECTION","WHITE",1,145
"8589","37000","1405415",1,"GR",0.79,1428,"340","NONE",0,0,0.0531,"TRAVEL","REGULAR","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","FLUORIDE","CAVITY PROTECTION","WHITE",1,145
"8590","37000","1134429",1,"GR",0.79,1428,"340","NONE",0,0,0.0531,"TRAVEL","REGULAR","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","FLUORIDE","CAVITY PROTECTION","WHITE",1,145
"8591","37000","1137497",1,"GR",0.79,1429,"340","NONE",0,0,0.0531,"TRAVEL","REGULAR","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","FLUORIDE","CAVITY PROTECTION","WHITE",1,145
"8592","37000","1314914",1,"GR",0.79,1432,"340","NONE",0,0,0.0531,"TRAVEL","REGULAR","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","FLUORIDE","CAVITY PROTECTION","WHITE",1,145
"8593","37000","1805804",1,"GR",0.79,1432,"340","NONE",0,0,0.0531,"TRAVEL","REGULAR","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","FLUORIDE","CAVITY PROTECTION","WHITE",1,145
"8594","37000","1107235",1,"GR",0.79,1432,"340","NONE",0,0,0.0531,"TRAVEL","REGULAR","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","FLUORIDE","CAVITY PROTECTION","WHITE",1,145
"8595","37000","1182113",1,"GR",0.89,1438,"340","NONE",0,0,0.0531,"TRAVEL","REGULAR","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","FLUORIDE","CAVITY PROTECTION","WHITE",1,145
"8596","37000","1807875",1,"GR",0.67,1451,"340","NONE",0,1,0.0531,"TRAVEL","REGULAR","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","FLUORIDE","CAVITY PROTECTION","WHITE",1,145
"8597","37000","1180224",1,"DR",0.99,1438,"340","NONE",0,0,0.0531,"TRAVEL","REGULAR","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","FLUORIDE","CAVITY PROTECTION","WHITE",1,145
"8598","37000","1325753",1,"DR",3.49,1466,"6220","NONE",0,0,0.2625,"REGULAR","CLEAN MINT","GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","FLUORIDE","WHT ANT GNGTRTCNTANT","BLU",1,145
"8599","37000","1184499",1,"GR",1.99,1450,"6220","B",0,1,0.2625,"REGULAR","CLEAN MINT","GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","FLUORIDE","WHT ANT GNGTRTCNTANT","BLU",1,145
"8600","37000","1303628",3,"GR",5.97,1450,"6220","B",0,1,0.2625,"REGULAR","CLEAN MINT","GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","FLUORIDE","WHT ANT GNGTRTCNTANT","BLU",1,145
"8601","37000","1311696",1,"GR",1.99,1460,"6220","NONE",0,1,0.2625,"REGULAR","CLEAN MINT","GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","FLUORIDE","WHT ANT GNGTRTCNTANT","BLU",1,145
"8602","37000","3320093",2,"GR",5.62,1476,"42729","NONE",0,1,0.2875,"REGULAR","MISSING","LIQUID GEL","NEAT SQUEEZE DSPNSR","TOOTHPASTE","SHELF STABLE","FLUORIDE","WHITENING ANTI CAVTY","RED",1,145
"8603","37000","3148460",1,"GR",2.49,1460,"42729","NONE",0,1,0.2875,"REGULAR","MISSING","LIQUID GEL","NEAT SQUEEZE DSPNSR","TOOTHPASTE","SHELF STABLE","FLUORIDE","WHITENING ANTI CAVTY","RED",1,145
"8604","37000","3324913",1,"GR",2.99,1444,"42729","NONE",0,0,0.2875,"REGULAR","MISSING","LIQUID GEL","NEAT SQUEEZE DSPNSR","TOOTHPASTE","SHELF STABLE","FLUORIDE","WHITENING ANTI CAVTY","RED",1,145
"8605","37000","3397406",1,"DR",2.99,1439,"42729","NONE",0,0,0.2875,"REGULAR","MISSING","LIQUID GEL","NEAT SQUEEZE DSPNSR","TOOTHPASTE","SHELF STABLE","FLUORIDE","WHITENING ANTI CAVTY","RED",1,145
"8606","37000","1317297",1,"GR",2.99,1456,"42729","NONE",0,0,0.2875,"REGULAR","MISSING","LIQUID GEL","NEAT SQUEEZE DSPNSR","TOOTHPASTE","SHELF STABLE","FLUORIDE","WHITENING ANTI CAVTY","RED",1,145
"8607","37000","1806794",1,"GR",2.99,1456,"42729","NONE",0,0,0.2875,"REGULAR","MISSING","LIQUID GEL","NEAT SQUEEZE DSPNSR","TOOTHPASTE","SHELF STABLE","FLUORIDE","WHITENING ANTI CAVTY","RED",1,145
"8608","37000","1303370",1,"GR",1.99,1457,"42729","NONE",0,1,0.2875,"REGULAR","MISSING","LIQUID GEL","NEAT SQUEEZE DSPNSR","TOOTHPASTE","SHELF STABLE","FLUORIDE","WHITENING ANTI CAVTY","RED",1,145
"8609","37000","3377192",1,"GR",2.89,1473,"42729","NONE",0,0,0.2875,"REGULAR","MISSING","LIQUID GEL","NEAT SQUEEZE DSPNSR","TOOTHPASTE","SHELF STABLE","FLUORIDE","WHITENING ANTI CAVTY","RED",1,145
"8610","37000","3324863",1,"GR",2.99,1441,"42729","NONE",0,0,0.2875,"REGULAR","MISSING","LIQUID GEL","NEAT SQUEEZE DSPNSR","TOOTHPASTE","SHELF STABLE","FLUORIDE","WHITENING ANTI CAVTY","RED",1,145
"8611","37000","3393892",1,"GR",1.89,1457,"382","NONE",0,0,0.2875,"REGULAR","SPARKLE FUN","GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","ANTI CAVITY","BLU",1,145
"8612","37000","3179853",1,"GR",1.89,1457,"382","NONE",0,0,0.2875,"REGULAR","SPARKLE FUN","GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","ANTI CAVITY","BLU",1,145
"8613","37000","3120675",1,"GR",1.89,1458,"382","NONE",0,0,0.2875,"REGULAR","SPARKLE FUN","GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","ANTI CAVITY","BLU",1,145
"8614","37000","3120857",1,"GR",1.89,1468,"382","NONE",0,0,0.2875,"REGULAR","SPARKLE FUN","GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","ANTI CAVITY","BLU",1,145
"8615","37000","3111229",1,"GR",1.89,1470,"382","NONE",0,0,0.2875,"REGULAR","SPARKLE FUN","GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","ANTI CAVITY","BLU",1,145
"8616","37000","3111716",1,"GR",1.89,1472,"382","NONE",0,0,0.2875,"REGULAR","SPARKLE FUN","GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","ANTI CAVITY","BLU",1,145
"8617","37000","1308510",1,"GR",5.99,1459,"3469","NONE",1,1,2.05,"FOUR PACK","FRESH MINT","PASTE AND GEL","SHRINK WRAP","TOOTHPASTE","SHELF STABLE","BKSODA PEROXIDE FLRD","WHTNN TRT CTR AN CVT","BLUE & WHITE",1,145
"8618","37000","1219873",1,"GR",5.99,1461,"3469","NONE",2,1,2.05,"FOUR PACK","FRESH MINT","PASTE AND GEL","SHRINK WRAP","TOOTHPASTE","SHELF STABLE","BKSODA PEROXIDE FLRD","WHTNN TRT CTR AN CVT","BLUE & WHITE",1,145
"8619","37000","3341511",1,"GR",2.99,1457,"3476","NONE",0,0,0.375,"REGULAR","LEMON ICE","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","FLUORIDE","WHITENING ANTI CAVTY","MISSING",1,145
"8620","37000","1110346",1,"GR",1.99,1436,"3476","NONE",0,1,0.375,"REGULAR","LEMON ICE","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","FLUORIDE","WHITENING ANTI CAVTY","MISSING",1,145
"8621","37000","3396101",2,"GR",6.18,1455,"3476","NONE",0,0,0.375,"REGULAR","LEMON ICE","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","FLUORIDE","WHITENING ANTI CAVTY","MISSING",1,145
"8622","37000","1230706",1,"GR",2.79,1449,"3476","NONE",0,0,0.375,"REGULAR","LEMON ICE","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","FLUORIDE","WHITENING ANTI CAVTY","MISSING",1,145
"8623","37000","3153411",1,"GR",2.84,1452,"3476","NONE",0,0,0.375,"REGULAR","LEMON ICE","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","FLUORIDE","WHITENING ANTI CAVTY","MISSING",1,145
"8624","37000","3172353",1,"DR",1.48,1447,"3476","NONE",0,1,0.375,"REGULAR","LEMON ICE","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","FLUORIDE","WHITENING ANTI CAVTY","MISSING",1,145
